Metabolic Control Analysis Result:

A steady state was found. All coefficients are shown.

Unscaled elasticities
Unscaled elasticity matrix
Rows:    Reactions (reduced system)
Columns: Species (reduced system)
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
(NDHII)	-0.00615695	0.0186677	-0.000191113	-3.47054e-05	0.0958738	1.25778e-06	0.000424433	0.00128629	0.0354791	0.0467995	3.78265e-06	0.00667063	0.000641416	-0.00252977	0.00218638	0.00122754	-0.000258476	-0.000682966	-0.0139146	-3.882e-06	0.00167538	0.00515301	-2.66336e-06	0.028516	0.00279045	0.0455641	4.23719e-05	3.6367e-05	0.00260681	0.0862382	1.88971e-06	-0.00288588	-3.08594e-06	0.000247143	-0.000221927	-0.00969096	-0.00118029	-0.0025137	0.00262932	-0.00777371	-0.000651626	-0.423037	-0.0163645	0.000524279	0.0656969	-0.0105757	0.011456	0.000776072	2.97946e-07	9.44006e-05	-6.7012e-07	-7.71149e-05	-4.20511e-06	0	5.75668e-16	0.50555	0.115519	-0.000327606	0.460475	-0.107232	0.0849829	7.90026e-16	-0.0235212	-6.33405e-07	-1.62193e-11	-2.91913e-08	-1.62193e-11	2.01788e-12	4.83136e-15
(GROWTH)	0.0075134	-0.0157916	0.000490093	8.89987e-05	-0.10294	-1.35049e-06	-0.000594325	-0.00180117	-0.0531429	-0.0285157	1.06678e-05	3.7767e-05	-0.000723141	0.0029371	-0.00226598	-0.00133746	0.000299588	0.000893571	0.0182054	1.42032e-06	-0.000977264	-0.00675713	4.77379e-06	-0.00700576	-0.00525535	-0.0345688	-2.72776e-05	-2.34118e-05	0.0123294	-0.0877869	-2.83053e-06	-0.0267629	-4.36935e-05	-0.00593716	0.00533141	-0.0610459	-0.00743493	-0.0118961	0.0117707	0.000506111	4.24243e-05	0.0128117	0.0134791	-0.00141169	-0.0774133	0.0300938	-0.0308005	-0.000313589	2.16482e-06	-3.81446e-05	1.90687e-06	0.000219436	1.19659e-05	-1.32236e-17	-1.1069e-15	1.55774	-0.111838	-0.00303813	-0.0442559	0.1251	-0.0921585	4.72798e-16	0.0239842	6.45875e-07	-1.25837e-09	-2.2648e-06	-1.25837e-09	5.69082e-12	2.28068e-15
(ATP_MAINTENANCE)	-0.0117951	0.0466935	1.75886e-05	3.19401e-06	0.264798	3.47392e-06	0.00116043	0.00351681	0.104293	0.0463842	-2.46975e-05	0.00416697	0.00153839	-0.00619505	0.00495322	0.00287717	-0.00063232	-0.00181922	-0.0370642	-9.66375e-05	-0.0473223	0.00133381	-2.16793e-05	0.0162663	0.00981869	0.181134	-0.000726175	-0.000623261	-0.0229552	0.188341	5.5549e-06	0.0284865	2.3591e-06	-0.2126	0.190909	0.0617508	0.00752079	0.0221355	-0.0231325	-0.00574639	-0.000481687	0.105142	-0.0275455	0.00510217	0.295446	-0.121818	0.111396	-0.0127412	-6.49118e-06	-0.00154983	-7.71888e-06	-0.000888261	-4.84373e-05	-8.37678e-17	9.88181e-16	-0.0958974	0.086077	0.00323378	-0.0734175	-0.263418	0.267114	1.15456e-15	-0.0930453	-2.50563e-06	1.15172e-09	2.07286e-06	1.15172e-09	-1.3175e-11	1.00709e-13
(XCH_GLC)	2.96359e-21	-1.01424e-19	1.61795e-20	5.27006e-21	-7.33891e-21	3.39204e-19	1.30062e-20	-9.88192e-21	1.50276e-20	1.04145e-21	-1.36362e-21	-5.86127e-22	1.14756e-21	2.49967e-21	-1.65853e-21	3.01791e-22	-1.64594e-22	4.1305e-22	1.85144e-21	1.14555e-23	-9.72327e-22	-4.46996e-20	6.16703e-24	2.67532e-21	4.10091e-20	8.30155e-21	2.67318e-21	1.60007e-22	-2.57088e-21	-3.97689e-22	-7.06106e-21	-1.39663e-20	9.01466e-21	1.37467e-20	-1.23442e-20	-6.50655e-21	1.57134e-20	-3.23415e-21	1.00666e-22	-2.05441e-21	-6.14734e-22	3.097e-21	6.71251e-23	-2.54125e-20	1.08678e-18	-4.49433e-21	4.67594e-21	3.38204e-21	-5.93727e-21	6.50656e-22	8.25489e-21	3.43946e-19	1.04874e-19	4.67327e-20	4.21599e-17	1	2.6643e-23	2.95253e-22	2.2998e-21	1.43542e-19	-6.17532e-19	1.07176e-16	-1.2554e-21	7.92871e-27	-2.14676e-26	1.08802e-26	2.39683e-26	-7.27435e-28	0
(PIT)	0.0075134	-0.0157916	0.000490093	8.89987e-05	-0.10294	-1.35048e-06	-0.000594325	-0.00180117	-0.0531429	-0.0285157	1.06678e-05	3.7767e-05	-0.000723141	0.0029371	-0.00226598	-0.00133746	0.000299588	0.000893571	0.0182054	1.42032e-06	-0.000977264	-0.00675713	4.77379e-06	-0.00700576	-0.00525535	-0.0345688	-2.72776e-05	-2.34118e-05	0.0123294	-0.0877869	-2.83053e-06	-0.0267629	-4.36935e-05	-0.00593716	0.00533141	-0.0610459	-0.00743493	-0.0118961	0.0117707	0.000506111	4.24243e-05	0.0128117	0.0134791	-0.00141169	-0.0774133	0.0300938	-0.0308005	-0.000313589	2.16482e-06	-3.81446e-05	1.90687e-06	0.000219436	1.19659e-05	8.71902e-16	5.7625e-14	1.55774	-0.111838	-0.00303813	-0.0442559	0.1251	-0.0921585	1.69991e-14	0.0239842	6.45875e-07	-1.25837e-09	-2.2648e-06	-1.25837e-09	5.69082e-12	6.12934e-15
(XCH_P)	0.0075134	-0.0157916	0.000490093	8.89987e-05	-0.10294	-1.35049e-06	-0.000594325	-0.00180117	-0.0531429	-0.0285157	1.06678e-05	3.7767e-05	-0.000723141	0.0029371	-0.00226598	-0.00133746	0.000299588	0.000893571	0.0182054	1.42032e-06	-0.000977264	-0.00675713	4.77379e-06	-0.00700576	-0.00525535	-0.0345688	-2.72776e-05	-2.34118e-05	0.0123294	-0.0877869	-2.83053e-06	-0.0267629	-4.36935e-05	-0.00593716	0.00533141	-0.0610459	-0.00743493	-0.0118961	0.0117707	0.000506111	4.24243e-05	0.0128117	0.0134791	-0.00141169	-0.0774133	0.0300938	-0.0308005	-0.000313589	2.16482e-06	-3.81446e-05	1.90687e-06	0.000219436	1.19659e-05	-7.4501e-16	1.04301e-14	1.55774	-0.111838	-0.00303813	-0.0442559	0.1251	-0.0921585	1.19202e-14	0.0239842	6.45875e-07	-1.25837e-09	-2.2648e-06	-1.25837e-09	5.69082e-12	2.65842e-14
(XCH_ACE1)	-0.00310118	-0.000258545	-0.000776052	-0.000140928	0.0220161	2.9409e-07	0.000229645	0.000695967	0.0383746	-0.0275474	-2.66117e-05	-0.0147378	0.000267805	-0.00122582	0.000556162	0.000433732	-0.000124785	-0.000509957	-0.0103897	3.78999e-05	0.00546795	0.0285414	-5.46495e-08	0.00909196	0.00568948	-0.95438	-0.000215336	-0.000184819	-0.00521865	0.0278952	2.04521e-06	0.0055976	1.39437e-05	0.0229851	-0.02064	0.0106817	0.00130095	0.00504049	-0.0044821	0.0160616	0.00134635	-0.0582234	-0.000570654	0.00228288	-0.130607	-0.0454164	0.0497414	0.897557	-1.0023	0.109178	-2.87806e-06	-0.000331164	-1.8059e-05	1.84817e-10	1.0781e-10	0.580471	-0.012188	0.00063544	0.0525285	-0.0527476	0.410451	-4.62042e-11	0.0412466	1.11074e-06	0.000554971	0.99883	0.000554971	-1.41962e-11	2.63185e-13
(_ACE_OUT)	-0.00310118	-0.000258543	-0.000776052	-0.000140928	0.0220161	2.88833e-07	0.000229645	0.000695966	0.0383746	-0.0275474	-2.66117e-05	-0.0147378	0.000267805	-0.00122582	0.000556162	0.000433732	-0.000124785	-0.000509957	-0.0103897	3.78999e-05	0.00546795	0.0285414	-5.46498e-08	0.00909196	0.00568948	-0.95438	-0.000215336	-0.000184819	-0.00521865	0.0278952	2.04393e-06	0.0055976	1.39436e-05	0.0229851	-0.02064	0.0106817	0.00130095	0.00504049	-0.0044821	0.0160616	0.00134635	-0.0582234	-0.000570654	0.00228288	-0.130607	-0.0454164	0.0497414	0.897557	-1.0023	0.109178	-2.87777e-06	-0.000331164	-1.80585e-05	9.97464e-16	-8.55733e-16	0.580471	-0.012188	0.00063544	0.0525285	-0.0527476	0.410451	3.42293e-16	0.0412466	1.11074e-06	0.000554971	0.99883	0.000554971	-1.41962e-11	6.64608e-16
(XCH_ACE2)	-0.00310118	-0.000258541	-0.000776052	-0.000140927	0.0220161	2.83548e-07	0.000229646	0.000695965	0.0383746	-0.0275474	-2.66117e-05	-0.0147378	0.000267805	-0.00122582	0.000556162	0.000433732	-0.000124785	-0.000509957	-0.0103897	3.78999e-05	0.00546795	0.0285414	-5.465e-08	0.00909196	0.00568948	-0.95438	-0.000215337	-0.000184819	-0.00521865	0.0278952	2.04269e-06	0.0055976	1.39435e-05	0.0229851	-0.02064	0.0106817	0.00130095	0.00504049	-0.0044821	0.0160616	0.00134635	-0.0582234	-0.000570654	0.00228288	-0.130607	-0.0454164	0.0497414	0.897557	-1.0023	0.109178	-2.87774e-06	-0.000331164	-1.80579e-05	-1.25006e-10	-1.21671e-10	0.580471	-0.012188	0.00063544	0.0525285	-0.0527476	0.410451	-6.22216e-11	0.0412466	1.11074e-06	0.000554971	0.99883	0.000554971	-1.41962e-11	1.75722e-12
(GL6P_HYDROLYSIS)	-0.105503	-0.201012	-0.000436691	-7.93012e-05	-0.0315154	-4.13456e-07	0.000322856	0.000978451	-0.127502	0.817853	-0.988144	-0.0869722	0.00032759	-0.00110486	0.00332127	0.00134079	-0.000138025	0.000877675	0.0178815	8.40582e-05	-0.0259033	-0.0040546	1.23196e-05	-0.0189551	-0.00982397	0.039137	-0.000416731	-0.000357672	-0.0379336	-0.00948234	-6.79112e-06	0.0594978	7.15076e-05	-0.10426	0.093623	0.154371	0.0188013	0.0365898	-0.0372094	-0.0254753	-0.00213544	0.200586	-0.0828132	-0.0097321	-0.342113	0.209825	-0.212507	0.000193132	-1.09773e-06	2.34924e-05	1.32954e-05	0.00152998	8.34307e-05	1.07741e-15	-5.42696e-15	0.581763	0.599988	0.0067542	-0.013411	-0.0273766	-0.455485	-3.23223e-15	0.116008	3.124e-06	6.44628e-10	1.16019e-06	6.44628e-10	0.999999	4.90719e-14

Results of the steady state subtask (the state for which the MCA was performed):
A steady state with given resolution was found.

Species	Concentration (mmol/l)	Concentration Rate (mmol/(l*s))	Particle Number	Particle Number Rate (1/s)	Transition Time (s)
ACCOA	0.154743	8.84204e-17	9.31885e+19	53248	0.386001
ACO	0.0321499	-5.44125e-17	1.93611e+19	-32768	0.142034
ACP	0.0143909	-2.72063e-17	8.66638e+18	-16384	0.785229
AKG	0.597871	-1.36031e-17	3.60046e+20	-8192	4.65494
BPG	0.0654104	1.41473e-15	3.9391e+19	851968	0.168473
CIT	0.0895308	1.36031e-16	5.39167e+19	81920	0.395534
DAP	0.437094	-3.0471e-15	2.63224e+20	-1.83501e+06	2.3739
E4P	0.1313	-3.65584e-17	7.90706e+19	-22016	11.6509
F6P	0.261766	2.72063e-16	1.57639e+20	163840	1.41235
FDP	0.281808	-4.353e-16	1.69709e+20	-262144	1.52957
FUM	0.213115	5.44125e-16	1.28341e+20	327680	1.01694
G6P	0.861128	-1.63238e-16	5.18583e+20	-98304	3.74403
GAP	0.117183	3.80888e-15	7.05693e+19	2.29376e+06	0.291839
GL6P	0.00326164	-1.23453e-16	1.96421e+18	-74345.2	0.0557485
GLX	0.00881041	2.72063e-17	5.30575e+18	16384	0.0899794
ICIT	0.105783	-5.44125e-17	6.37039e+19	-32768	0.467333
KDPG	0.0868177	0	5.22828e+19	0	5.30709
MAL	1.03215	-4.353e-16	6.21578e+20	-262144	0.366193
NAD	1.41154	8.29791e-16	8.50051e+20	499712	1.47068
NADH	0.158456	-8.29791e-16	9.54247e+19	-499712	0.165096
NADP	0.167837	-2.72063e-17	1.01074e+20	-16384	0.5997
NADPH	0.0891629	2.72063e-17	5.36951e+19	16384	0.318589
OAA	0.12784	0	7.69868e+19	0	0.0444526
PEP	0.997039	-9.94962e-17	6.00431e+20	-59918	2.09638
PGA2	0.378297	-8.70601e-16	2.27816e+20	-524288	1.03643
PGA3	0.696274	-7.61776e-16	4.19306e+20	-458752	1.79335
PGN	0.131599	1.33655e-16	7.92511e+19	80489.2	2.24932
PYR	0.236891	3.7836e-16	1.42659e+20	227854	0.55525
Q	0.326117	-8.70601e-16	1.96392e+20	-524288	0.0832991
QH2	0.673883	8.70601e-16	4.05822e+20	524288	0.172128
R5P	0.106842	3.34977e-16	6.43415e+19	201728	4.23587
RU5P	0.341826	2.00646e-16	2.05852e+20	120832	8.1102
S7P	0.141985	-3.4518e-16	8.55052e+19	-207872	12.599
SUC	0.216056	-7.01922e-15	1.30112e+20	-4.22707e+06	1.03097
SUCCOA	0.0410879	7.03282e-15	2.47437e+19	4.23526e+06	0.368007
X5P	0.506017	-2.44856e-16	3.04731e+20	-147456	29.8983
ei	0.000334013	-2.44856e-16	2.01147e+17	-147456	0.00145223
eiP	0.00638116	2.44856e-16	3.84283e+18	147456	0.0277442
eiia	0.0142019	3.97212e-15	8.55256e+18	2.39206e+06	0.0617472
eiiaP	0.480569	-3.97212e-15	2.89405e+20	-2.39206e+06	2.08943
eiicb	4.7191e-05	0	2.84191e+16	0	0.000205178
eiicbP	0.000342621	0	2.06331e+17	0	0.00148966
hpr	0.000191212	-4.18977e-15	1.1515e+17	-2.52314e+06	0.000831356
hprP	0.00525081	4.18977e-15	3.16211e+18	2.52314e+06	0.0228296
icd	0.000542744	2.12549e-19	3.26848e+17	128	0.317777
icdP	0.0514573	-2.12549e-19	3.09883e+19	-128	30.1282
tal	0.00278095	1.61537e-16	1.67473e+18	97280	0.246767
talC3	0.057219	-1.61537e-16	3.44581e+19	-97280	5.07733
tkt	0.0138308	-3.85989e-16	8.3291e+18	-232448	0.8172
tktC2	0.0561692	3.85989e-16	3.38259e+19	232448	3.31879
ADP	0.598316	9.59021e-15	3.60314e+20	5.77536e+06	0.244853
AMP	0.186253	-2.12781e-17	1.12164e+20	-12814	7.1685
ATP	2.5722	-9.86227e-15	1.54901e+21	-5.9392e+06	1.05264
CAMP	0.923131	8.50196e-19	5.55922e+20	512	120.809
COA	0.5	0	3.01107e+20	0	nan
HCO3	1.4	0	8.431e+20	0	nan
P	9.7639	8.03945e-15	5.87996e+21	4.84147e+06	4.27217
MG	1	0	6.02214e+20	0	nan
MgADP	0.262683	nan	1.58192e+20	nan	nan
MgATP	2.37121	nan	1.42797e+21	nan	nan
MgFDP	0.0413815	nan	2.49205e+19	nan	nan
ASP	1.17	0	7.0459e+20	0	nan
CYS	0.085	0	5.11882e+19	0	nan
MN	0.3	0	1.80664e+20	0	nan
Hin	3.16228e-05	0	1.90437e+16	0	nan
H2O	1	0	6.02214e+20	0	nan
O2	0.21	0	1.26465e+20	0	nan
FAD	0.253914	8.16188e-17	1.52911e+20	49152	1.21162
FADH2	0.746086	-8.16188e-17	4.49303e+20	-49152	3.56015
ACE	0.000186708	-2.18984e-19	1.12438e+17	-131.875	0.0101876
GLCx	0.027105	2.72063e-19	1.6323e+21	16384	11.7848
Px	10	0	6.02214e+23	0	nan
ACEx	0.0001865	1.96774e-21	1.12313e+19	118.5	17998.6
Hout	5.37448e-05	2.93828e-15	8.09148e+15	442368	1.88549e-06
GLCp	0.00403337	0	6.07238e+17	0	0.0043841
Pp	9.98285	1.16715e-14	1.50295e+21	1.75718e+06	43.6389
ACEp	0.000186604	-2.12383e-18	2.80939e+16	-319.75	45.0214

Reaction	Flux (extensive) (mmol/s)	Flux (intensive) (mmol/(l*s))	Particle Flux (#/s)
PGI	0.168301	0.168301	1.01353e+20
PFK	0.18424	0.18424	1.10952e+20
FBA	0.184125	0.184125	1.10883e+20
TPI	0.184125	0.184125	1.10883e+20
GDH	0.388254	0.388254	2.33812e+20
PGK	0.388254	0.388254	2.33812e+20
GPM	0.364998	0.364998	2.19807e+20
ENO	0.364998	0.364998	2.19807e+20
PYK	0.158113	0.158113	9.52181e+19
ZWF	0.0585065	0.0585065	3.52334e+19
PGL	0.0585064	0.0585064	3.52334e+19
GND	0.0421477	0.0421477	2.53819e+19
RPE	0.0169246	0.0169246	1.01922e+19
RPI	0.025223	0.025223	1.51897e+19
X5P_GAP_TKT	0.0169246	0.0169246	1.01922e+19
F6P_E4P_TKT	0.00565509	0.00565509	3.40558e+18
S7P_R5P_TKT	0.0112695	0.0112695	6.78667e+18
F6P_GAP_TAL	0.0112695	0.0112695	6.78667e+18
S7P_E4P_TAL	0.0112695	0.0112695	6.78667e+18
FBP	0.000115429	0.000115429	6.95129e+16
PPC	0.079423	0.079423	4.78296e+19
PCK	0.110587	0.110587	6.65969e+19
PPS	1.50577e-05	1.50577e-05	9.06798e+15
MAE	0.0221669	0.0221669	1.33492e+19
PDH	0.382562	0.382562	2.30384e+20
GLT	0.226354	0.226354	1.36314e+20
ACN_1	0.226354	0.226354	1.36314e+20
ACN_2	0.226354	0.226354	1.36314e+20
ICD	0.128438	0.128438	7.73472e+19
LPD	0.11165	0.11165	6.72371e+19
SK	0.11165	0.11165	6.72371e+19
SDH	0.209566	0.209566	1.26203e+20
FUMA	0.209566	0.209566	1.26203e+20
MQO	2.79644	2.79644	1.68406e+21
MDH	2.51112	2.51112	1.51223e+21
ACEA	0.0979159	0.0979159	5.89663e+19
ACEB	0.0979159	0.0979159	5.89663e+19
ACEK_1	0.00170794	0.00170794	1.02855e+18
ACEK_2	0.00170794	0.00170794	1.02855e+18
EDD	0.0163588	0.0163588	9.8515e+18
EDA	0.0163588	0.0163588	9.8515e+18
NDHI	0.37764	nan	2.2742e+20
PNT	-0.0507763	-0.0507763	-3.05782e+19
ADK	0.0259822	0.0259822	1.56469e+19
ATP_SYN	1.76723	nan	1.06425e+21
CYA	0.00764124	0.00764124	4.60166e+18
DOS	0.00764124	0.00764124	4.60166e+18
ACK	0.018327	0.018327	1.10367e+19
ACS	0.0183259	0.0183259	1.10361e+19
PTA	0.018327	0.018327	1.10367e+19
PTS_0	0.23	0.23	1.38509e+20
PTS_1	0.23	0.23	1.38509e+20
PTS_2	0.23	0.23	1.38509e+20
PTS_3	0.23	0.23	1.38509e+20
PTS_4	0.23	nan	1.38509e+20
_GLC_FEED	0.23	0.0023	1.38509e+20
CYTBO	0.701945	nan	4.22721e+20
SQR	0.209566	0.209566	1.26203e+20
NDHII	0.53137	0.53137	3.19999e+20
GROWTH	2.75217e-05	2.75217e-05	1.6574e+16
ATP_MAINTENANCE	1.25545	1.25545	7.56047e+20
XCH_GLC	0.23	nan	1.38509e+20
PIT	0.0571901	nan	3.44407e+19
XCH_P	0.0571901	nan	3.44407e+19
XCH_ACE1	1.0362e-06	nan	6.24012e+14
_ACE_OUT	1.0362e-06	1.0362e-08	6.24012e+14
XCH_ACE2	1.0362e-06	nan	6.24012e+14
GL6P_HYDROLYSIS	3.12107e-08	3.12107e-08	1.87955e+13

Jacobian (complete system)

Rows:    Variables of the system, including dependent species
Columns: Variables of the system, including dependent species
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
P	-6.15685	-889202	-100.254	-0	0.394298	0.0681389	-1.9106	-0	1.87079	1.23024	0.299965	-0	-0.144059	259.675	1.08088	195.784	-0	-0	0.569465	-0.000343058	-0	-0	-0	-0	-0	0.000359466	0.119323	-0	-0.000810404	-0	-0	-0	-1365.97	-0	5.91886	-0	-0	-0	-0.0108266	-0	-0	9.60903	0.00193134	-0	-0	1.30291	-0	-0	-0.212841	23.1327	1.25752	0.117222	-0.000221518	9.18911	-0	0.0086998	-0	-0	-0	0.0332	0.000788279	-0	-0	-0
Hout	-0.713276	-4.15749e+06	-11.92	10.3809	-2.13843	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.000359466	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.0244991	-0	-0	-0	-0	-0	-0	-0	13.8842	-0	-0	28.5822	-0	-0	-0
ADP	-6.14419	-989185	-117.287	-0	0.396523	0.0984476	1.25377	-0	3.46248	1.31383	-0.777878	-0	-0	259.676	3.45636	0.0338771	-0	-0.0345084	0.235588	1.24626	-0	-0	-0	-0	-0	-0	13.8528	-0	3.227	-0.674361	-0	-0.352213	-1365.87	-0	5.91886	-0	-0	-0	-0	-0	-0.0782459	-1.16883	-147.171	-0	-0	1.29723	-0	-0	-0	27.2084	1.25752	-0.124217	-0	9.18911	-0	-0	-0	-0	-0	-0.000845304	-0	-0	-0	-0
Q	-0	-14511.2	-0	-13.0196	0.446506	-0	-0	-0	-0	-0	-0	-0	-1.14895	-0	2.81251	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.44818	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-1.11407	-0	-0	8.34087	-0	-0	-9.58872	-0	-0	-0
NAD	-8.20737e-05	-5339.83	-0	8.35725	-1.53188	-1.45101	-3.24673	2.17303	-0.1229	0.0205394	-0.0174052	-0	-0.00220625	-0	-0.0701791	-0	-0	-0	-0.0374069	-0	-0	-0	-0	-0	-0	-0	-0.00783803	-0	-0	-0	-0	-0	-0	-0	-0.388797	-0	-0	-0	-0	-0	-0	-0	0.00193134	-0	-0	-0.0855853	-0	-0	-0	0.0298888	-0.296925	-0	-0	-4.12458	-0	-0	-0	-2.69547	-0	-0	19.5534	-0	-0	-0
PYR	1.5049e-06	-0	0.437052	-0	-0.035928	-23.288	-0.313508	-0	-0.0981853	-0.175395	1.94962	-0	0.00220625	-0	-0.0560662	-0	-0	0.0345084	0.303993	3.63152e-07	-0	-0	-0	-0	-0	-0	-0.00626182	8809.66	-0	0.674361	-0	0.352213	-0.103033	-0	-0.31061	-0	0.412382	-0	-0	-0	0.0782459	-0	-0	-0	-0	-0.0626951	-0	-0	-0	-0.185869	-0.0659924	0.118005	-0	-0.482226	-0	-0	-0	-0	-0	-0	0.0509488	-425.086	-0	-0
GAP	-8.20737e-05	-0	-0	-0	-0.00317407	-0.123323	-248.302	-0	3.02605	-0.00314375	-0.0320213	-0	-0	-0	-0.00255642	-0	20.2407	-0	-0.00136263	-0	-0	43.8715	-0	-0	-0	-0	-0.000285517	-0	-0	-0	-0	-0	-0	-0	-0.0141627	-0	0.412382	-0	-0	-0	0.553232	-0	0.00193134	-0	-0	-0.00311763	-0	-14.061	-0	-1.39652e-05	-0.00300902	15.2655	-0	-0.0219878	-0	-0	285.259	-0	-0	-0	0.000788279	-0	-0	-4.68264
NADP	-0	-0	-0	-0	0.354579	0.0226914	0.417911	-3.35331	0.623639	0.437929	0.0883202	-0.310251	-0	-0	0.356113	-0	-0	0.0100289	0.13927	-0	-1.22376	-0	-0	-0	-0	-0	0.0397729	-0	-236.646	-0	-0	0.124392	-0	-0	1.97289	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.43429	-0	-0	-0	0.00632077	0.622009	0.0787005	-0	8.5577	-0	-0	-0	-0	-0	-0	-2.30168	-0	-0	-0
F6P	-5.15479e-06	-0	-0.637296	-0	-0.000519894	-8.92571e-05	6.86418	-0	-9.39206	-0.0017226	0.358971	-0.0493481	-0	-0	-0.00140078	-0	-20.9205	-0	1.16429	-0.000342695	-0	-0	-0	-0	-0	-0	-0.000156448	-0	-0	-0	-0	-0	-0	-0	2.23902	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.00170829	-0	14.061	-0	0.000402665	-0.00164878	0.00660869	-0	-0.0120481	-0	-0	-285.259	-0	-0	-0	-0	-0	-0	5.25202
ACCOA	-0.0158303	-0	-0	-0	-0.0272699	1.44181	-0.0870425	-0	-0.129892	-2.52452	-0.0183953	-0	0.000418884	-0	-0.199149	97.8919	-0	-0	-0.0395348	-0	-0	-0	-0	-0	-0	-0	-0.00828391	-0	-0	-0	-0	-0	-0	-0	-0.410914	-0	-0	-0	-0	-0	-0	9.60903	-0	-0	-7.86244	-0.090454	-0	-0	0.0117344	0.00112951	-0.0832208	-0	-0	-0.637949	-0	-0	-0	-0	-0	-0	-0.00687765	-0	-0	-0
PEP	-0.0204724	-0	-0.888296	-0	-0.00380822	21.714	-0.0120413	-0	-0.0179689	-0.927594	-5.17274	-0	0.144059	0.000970163	2.36522	-0	-0	-0.0345084	-0.339347	-3.63152e-07	-0	-0	-0	-0	-0	-0	-0.00114598	-8809.66	-0	-0.674361	-0	-0.352213	0.103033	-0	-0.056845	7.69581	-0	-0	0.0108266	-0	-0.0782459	-0	-0	-0	-0	-0.0181925	-0	-0	0.212841	0.265339	-0.0120774	-0.23483	-0	-0.0882526	-0	-0	-0	-0	-0	-0	-0	425.086	-0	-0
PGN	-0	-0	-0	-0	-0	-0	-0	-0.153286	-0	-0	-0	-7.86429	-0	-0	-0	-0	-0	0.0100289	-0.0184476	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	316.689	-0	-0	-0	-0	0.0345676	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.0043754	-0	0.0787005	-0	0.0846076	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
MAL	-0	-0	-0	-1.23685	-0.825475	-0	-0	-0	-0	0.145213	-0	-0	-7.54132	-0	2.81251	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	31.2942	-0	-0	-0	-0	-0	7.86244	-0	-0	-0	-0	0.0302721	-0	-0	-0	-0	-0	-0	-0	0.13209	-0	-0	7.61123	-0	-0	-0
SUC	5.74726	-0	93.7762	-0	-0	-0	-0	-0	-0	-0	-0.0497726	-0	-0	-260.677	-0	-0	-0	-0	-0	-0	0.194225	-0	-0	-0	-0	-0	-0.00469163	-0	-0	-0	-0	-0	1365.97	-0.301997	-0	-0	-0	-0	0.0500483	-0	-0	-0	-0	-0	-0.957585	-0	-0	-0	-0	-21.8125	-0	-0	-0	-0	0.10239	-0	-0	-0	-0	-0	-0	-0	-0	-0
OAA	0.0204709	-0	0.451244	1.23685	0.827209	-0.00225374	-0.0415075	-0	-0.0619407	-0.524501	0.302756	-0	1.00489	-0.000970163	-5.34833	-0	-0	-0	-0.0188528	-0	-0	-0	-0	-0	-0	-0	-0.00395031	-0	-0	-0	-0	-0	-0	-0	-0.19595	-0	-0	-0	-0.0108266	-0	-0	-0	-0	-0	-0	-0.0431343	-0	-0	-0.201107	-0.109029	-0.0375496	0.116826	-0	-0.304215	-0	-0	-0	-0.13209	-0	-0	-7.56716	-0	-0	-0
